CPT_CODE|CPT_LONG_DESCRIPTION|CPT_LONG_DESCRIPTION
S0195|PNEUMOCOCCAL CONJUGATE VACCINE, POLYVALENT, INTRAMUSCULAR, FOR CHILDREN FROM FIVE YEARS TO NINE YEARS OF AGE WHO HAVE NOT PREVIOUSLY RECEIVED T|PNEUMOCOCCAL CONJUGATE VACCINE, POLYVALENT, INTRAMUSCULAR, FOR CHILDREN FROM FIVE YEARS TO NINE YEARS OF AGE WHO HAVE NOT PREVIOUSLY RECEIVED T
S0199|MEDICALLY INDUCED ABORTION BY ORAL INGESTION OF MEDICATION INCLUDING ALL ASSOCIATED SERVICES AND SUPPLIES EXCEPT DRUGS|MEDICALLY INDUCED ABORTION BY ORAL INGESTION OF MEDICATION INCLUDING ALL ASSOCIATED SERVICES AND SUPPLIES EXCEPT DRUGS
S0201|PARTIAL HOSPITALIZATION SERVICES, LESS THAN 24 HOURS, PER DIEM|PARTIAL HOSPITALIZATION SERVICES, LESS THAN 24 HOURS, PER DIEM
S0207|PARAMEDIC INTERCEPT, NON-HOSPITAL BASED ALS SERVICE (NON-VOLUNTARY), NON-TRANSPORT|PARAMEDIC INTERCEPT, NON-HOSPITAL BASED ALS SERVICE (NON-VOLUNTARY), NON-TRANSPORT
S0208|PARAMEDIC INTERCEPT, HOSPITAL-BASED ALS SERVICE (NON-VOLUNTARY), NON-TRANSPORT|PARAMEDIC INTERCEPT, HOSPITAL-BASED ALS SERVICE (NON-VOLUNTARY), NON-TRANSPORT
S0209|WHEELCHAIR VAN, MILEAGE, PER MILE|WHEELCHAIR VAN, MILEAGE, PER MILE
S0215|NON-EMERGENCY TRANSPORTATION; MILEAGE, PER MILE|NON-EMERGENCY TRANSPORTATION; MILEAGE, PER MILE
S0220|MEDICAL CONFERENCE BY A PHYSICIAN WITH INTERDISCIPLINARY TEAM OF HEALTH PROFESSIONALS OR REPRESENTATIVES OF COMMUNITY AGENCIES TO COORDINATE AC|MEDICAL CONFERENCE BY A PHYSICIAN WITH INTERDISCIPLINARY TEAM OF HEALTH PROFESSIONALS OR REPRESENTATIVES OF COMMUNITY AGENCIES TO COORDINATE AC
S0221|MEDICAL CONFERENCE BY A PHYSICIAN WITH INTERDISCIPLINARY TEAM OF HEALTH PROFESSIONALS OR REPRESENTATIVES OF COMMUNITY AGENCIES TO COORDINATE AC|MEDICAL CONFERENCE BY A PHYSICIAN WITH INTERDISCIPLINARY TEAM OF HEALTH PROFESSIONALS OR REPRESENTATIVES OF COMMUNITY AGENCIES TO COORDINATE AC
S0250|COMPREHENSIVE GERIATRIC ASSESSMENT AND TREATMENT PLANNING PERFORMED BY ASSESSMENT TEAM|COMPREHENSIVE GERIATRIC ASSESSMENT AND TREATMENT PLANNING PERFORMED BY ASSESSMENT TEAM
S0255|HOSPICE REFERRAL VISIT (ADVISING PATIENT AND FAMILY OF CARE OPTIONS) PERFORMED BY NURSE, SOCIAL WORKER, OR OTHER DESIGNATED STAFF|HOSPICE REFERRAL VISIT (ADVISING PATIENT AND FAMILY OF CARE OPTIONS) PERFORMED BY NURSE, SOCIAL WORKER, OR OTHER DESIGNATED STAFF
S0260|HISTORY&PHYSICAL (OUTPATIENT/OFFICE) RELATED SURGICAL PROCEDURE (LIST SEPARATELY ADDITION CD, APPROPRIATE EVAL & MGT SERVICE)|HISTORY&PHYSICAL (OUTPATIENT/OFFICE) RELATED SURGICAL PROCEDURE (LIST SEPARATELY ADDITION CD, APPROPRIATE EVAL & MGT SERVICE)
S0302|COMPLETED EARLY PERIODIC SCREENING DIAGNOSIS AND TREATMENT (EPSDT) SERVICE (LIST IN ADDITION TO CODE FOR APPROPRIATE EVALUATION AND MANAGEMENT|COMPLETED EARLY PERIODIC SCREENING DIAGNOSIS AND TREATMENT (EPSDT) SERVICE (LIST IN ADDITION TO CODE FOR APPROPRIATE EVALUATION AND MANAGEMENT
S0310|HOSPITALIST SERVICES (LIST SEPARATELY IN ADDITION TO CODE FOR APPROPRIATE EVALUATION AND MANAGEMENT SERVICE)|HOSPITALIST SERVICES (LIST SEPARATELY IN ADDITION TO CODE FOR APPROPRIATE EVALUATION AND MANAGEMENT SERVICE)
S0315|DISEASE MANAGEMENT PROGRAM; INITIAL ASSESSMENT AND INITIATION OF THE PROGRAM|DISEASE MANAGEMENT PROGRAM; INITIAL ASSESSMENT AND INITIATION OF THE PROGRAM
S0316|FOLLOW-UP/REASSESSMENT|FOLLOW-UP/REASSESSMENT
S0320|TELEPHONE CALLS BY A REGISTERED NURSE TO A DISEASE MANAGEMENT PROGRAM MEMBER FOR MONITORING PURPOSES; PER MONTH|TELEPHONE CALLS BY A REGISTERED NURSE TO A DISEASE MANAGEMENT PROGRAM MEMBER FOR MONITORING PURPOSES; PER MONTH
S0340|LIFESTYLE MODIFICATION PROGRAM FOR MANAGEMENT OF CORONARY ARTERY DISEASE, INCLUDING ALL SUPPORTIVE SERVICES; FIRST QUARTER/STAGE|LIFESTYLE MODIFICATION PROGRAM FOR MANAGEMENT OF CORONARY ARTERY DISEASE, INCLUDING ALL SUPPORTIVE SERVICES; FIRST QUARTER/STAGE
S0341|LIFESTYLE MODIFICATION PROGRAM FOR MANAGEMENT OF CORONARY ARTERY DISEASE, INCLUDING ALL SUPPORTIVE SERVICES; SECOND OR THIRD QUARTER/STAGE|LIFESTYLE MODIFICATION PROGRAM FOR MANAGEMENT OF CORONARY ARTERY DISEASE, INCLUDING ALL SUPPORTIVE SERVICES; SECOND OR THIRD QUARTER/STAGE
S0342|LIFESTYLE MODIFICATION PROGRAM FOR MANAGEMENT OF CORONARY ARTERY DISEASE, INCLUDING ALL SUPPORTIVE SERVICES; FOURTH QUARTER/STAGE|LIFESTYLE MODIFICATION PROGRAM FOR MANAGEMENT OF CORONARY ARTERY DISEASE, INCLUDING ALL SUPPORTIVE SERVICES; FOURTH QUARTER/STAGE
S0390|ROUTINE FOOT CARE; REMOVAL AND/OR TRIMMING OF CORNS, CALLUSES AND/OR NAILS AND PREVENTIVE MAINTENANCE IN SPECIFIC MEDICAL CONDITIONS (E.G. DIAB|ROUTINE FOOT CARE; REMOVAL AND/OR TRIMMING OF CORNS, CALLUSES AND/OR NAILS AND PREVENTIVE MAINTENANCE IN SPECIFIC MEDICAL CONDITIONS (E.G. DIAB
S0395|IMPRESSION CASTING OF A FOOT PERFORMED BY A PRACTITIONER OTHER THAN THE MANUFACTURER OF THE ORTHOTIC|IMPRESSION CASTING OF A FOOT PERFORMED BY A PRACTITIONER OTHER THAN THE MANUFACTURER OF THE ORTHOTIC
S0400|GLOBAL FEE FOR EXTRACORPOREAL SHOCK WAVE LITHOTRIPSY TREATMENT OF KIDNEY STONE(S)|GLOBAL FEE FOR EXTRACORPOREAL SHOCK WAVE LITHOTRIPSY TREATMENT OF KIDNEY STONE(S)
S0500|DISPOSABLE CONTACT LENS, PER LENS|DISPOSABLE CONTACT LENS, PER LENS
S0504|SINGLE VISION PRESCRIPTION LENS (SAFETY, ATHLETIC, OR SUNGLASS), PER LENS|SINGLE VISION PRESCRIPTION LENS (SAFETY, ATHLETIC, OR SUNGLASS), PER LENS
S0506|BIFOCAL VISION PRESCRIPTION LENS (SAFETY, ATHLETIC, OR SUNGLASS), PER LENS|BIFOCAL VISION PRESCRIPTION LENS (SAFETY, ATHLETIC, OR SUNGLASS), PER LENS
S0508|TRIFOCAL VISION PRESCRIPTION LENS (SAFETY, ATHLETIC, OR SUNGLASS), PER LENS|TRIFOCAL VISION PRESCRIPTION LENS (SAFETY, ATHLETIC, OR SUNGLASS), PER LENS
S0510|NON-PRESCRIPTION LENS (SAFETY, ATHLETIC, OR SUNGLASS), PER LENS|NON-PRESCRIPTION LENS (SAFETY, ATHLETIC, OR SUNGLASS), PER LENS
S0512|DAILY WEAR SPECIALTY CONTACT LENS, PER LENS|DAILY WEAR SPECIALTY CONTACT LENS, PER LENS
S0514|COLOR CONTACT LENS, PER LENS|COLOR CONTACT LENS, PER LENS
S0516|SAFETY EYEGLASS FRAMES|SAFETY EYEGLASS FRAMES
S0518|SUNGLASSES FRAMES|SUNGLASSES FRAMES
S0580|POLYCARBONATE LENS (LIST THIS CODE IN ADDITION TO THE BASIC CODE FOR THE LENS)|POLYCARBONATE LENS (LIST THIS CODE IN ADDITION TO THE BASIC CODE FOR THE LENS)
S0581|NONSTANDARD LENS (LIST THIS CODE IN ADDITION TO THE BASIC CODE FOR THE LENS)|NONSTANDARD LENS (LIST THIS CODE IN ADDITION TO THE BASIC CODE FOR THE LENS)
S0590|INTEGRAL LENS SERVICE, MISCELLANEOUS SERVICES REPORTED SEPARATELY|INTEGRAL LENS SERVICE, MISCELLANEOUS SERVICES REPORTED SEPARATELY
S0592|COMPREHENSIVE CONTACT LENS EVALUATION|COMPREHENSIVE CONTACT LENS EVALUATION
S0601|SCREENING PROCTOSCOPY|SCREENING PROCTOSCOPY
S0605|DIGITAL RECTAL EXAMINATION, ANNUAL|DIGITAL RECTAL EXAMINATION, ANNUAL
S0610|ANNUAL GYNECOLOGICAL EXAMINATION, NEW PATIENT|ANNUAL GYNECOLOGICAL EXAMINATION, NEW PATIENT
S0612|ANNUAL GYNECOLOGICAL EXAMINATION, ESTABLISHED PATIENT|ANNUAL GYNECOLOGICAL EXAMINATION, ESTABLISHED PATIENT
S0620|ROUTINE OPHTHALMOLOGICAL EXAMINATION INCLUDING REFRACTION; NEW PATIENT|ROUTINE OPHTHALMOLOGICAL EXAMINATION INCLUDING REFRACTION; NEW PATIENT
S0621|ROUTINE OPHTHALMOLOGICAL EXAMINATION INCLUDING REFRACTION; ESTABLISHED PATIENT|ROUTINE OPHTHALMOLOGICAL EXAMINATION INCLUDING REFRACTION; ESTABLISHED PATIENT
S0622|PHYSICAL EXAM FOR COLLEGE, NEW OR ESTABLISHED PATIENT (LIST SEPARATELY IN ADDITION TO APPROPRIATE EVALUATION AND MANAGEMENT CODE)|PHYSICAL EXAM FOR COLLEGE, NEW OR ESTABLISHED PATIENT (LIST SEPARATELY IN ADDITION TO APPROPRIATE EVALUATION AND MANAGEMENT CODE)
S0630|REMOVAL OF SUTURES; BY A PHYSICIAN OTHER THAN THE PHYSICIAN WHO ORIGINALLY CLOSED THE WOUND|REMOVAL OF SUTURES; BY A PHYSICIAN OTHER THAN THE PHYSICIAN WHO ORIGINALLY CLOSED THE WOUND
S0800|LASER IN SITU KERATOMILEUSIS (LASIK)|LASER IN SITU KERATOMILEUSIS (LASIK)
S0810|PHOTOREFRACTIVE KERATECTOMY (PRK)|PHOTOREFRACTIVE KERATECTOMY (PRK)
S0812|PHOTOTHERAPEUTIC KERATECTOMY (PTK)|PHOTOTHERAPEUTIC KERATECTOMY (PTK)
S0820|COMPUTERIZED CORNEAL TOPOGRAPHY, UNILATERAL|COMPUTERIZED CORNEAL TOPOGRAPHY, UNILATERAL
S0830|ULTRASOUND PACHYMETRY TO DETERMINE CORNEAL THICKNESS, WITH INTERPRETATION AND REPORT, UNILATERAL|ULTRASOUND PACHYMETRY TO DETERMINE CORNEAL THICKNESS, WITH INTERPRETATION AND REPORT, UNILATERAL
S1001|DELUXE ITEM, PATIENT AWARE (LIST IN ADDITION TO CODE FOR BASIC ITEM)|DELUXE ITEM, PATIENT AWARE (LIST IN ADDITION TO CODE FOR BASIC ITEM)
S1002|CUSTOMIZED ITEM (LIST IN ADDITION TO CODE FOR BASIC ITEM)|CUSTOMIZED ITEM (LIST IN ADDITION TO CODE FOR BASIC ITEM)
S1015|IV TUBING EXTENSION SET|IV TUBING EXTENSION SET
S1016|NON-PVC (POLYVINYL CHLORIDE) INTRAVENOUS ADMINISTRATION SET, FOR USE WITH DRUGS THAT ARE NOT STABLE IN PVC E.G., PACLITAXEL|NON-PVC (POLYVINYL CHLORIDE) INTRAVENOUS ADMINISTRATION SET, FOR USE WITH DRUGS THAT ARE NOT STABLE IN PVC E.G., PACLITAXEL
S1025|INHALED NITRIC OXIDE FOR THE TREATMENT OF HYPOXIC RESPIRATORY FAILURE IN THE NEONATE; PER DIEM|INHALED NITRIC OXIDE FOR THE TREATMENT OF HYPOXIC RESPIRATORY FAILURE IN THE NEONATE; PER DIEM
S1030|CONTINUOUS NONINVASIVE GLUCOSE MONITORING DEVICE, PURCHASE (FOR PHYSICIAN INTERPRETATION OF DATA, USE CPT CODE)|CONTINUOUS NONINVASIVE GLUCOSE MONITORING DEVICE, PURCHASE (FOR PHYSICIAN INTERPRETATION OF DATA, USE CPT CODE)
S1031|CONT NONINVASIVE GLUCOSE MONITOR DEVICE, RENTAL, INCL SENSR, SENSR REPLCMNT,&DOWNLOAD MONITOR (FOR PHYSICIAN INTERPRET, DATA, USE CPT CD)|CONT NONINVASIVE GLUCOSE MONITOR DEVICE, RENTAL, INCL SENSR, SENSR REPLCMNT,&DOWNLOAD MONITOR (FOR PHYSICIAN INTERPRET, DATA, USE CPT CD)
S1040|CRAINAL REMOLDING ORTHOSIS, RIGID, WITH SOFT INTERFACE MATERIAL, CUSTOM FABRICATED, INCLUDES FITTING AND ADJUSTMENT(S)|CRAINAL REMOLDING ORTHOSIS, RIGID, WITH SOFT INTERFACE MATERIAL, CUSTOM FABRICATED, INCLUDES FITTING AND ADJUSTMENT(S)
S2053|TRANSPLANTATION OF SMALL INTESTINE AND LIVER ALLOGRAFTS|TRANSPLANTATION OF SMALL INTESTINE AND LIVER ALLOGRAFTS
S2054|TRANSPLANTATION OF MULTIVISCERAL ORGANS|TRANSPLANTATION OF MULTIVISCERAL ORGANS
S2055|HARVESTING OF DONOR MULTIVISCERAL ORGANS, WITH PREPARATION AND MAINTENANCE OF ALLOGRAFTS; FROM CADAVER DONOR|HARVESTING OF DONOR MULTIVISCERAL ORGANS, WITH PREPARATION AND MAINTENANCE OF ALLOGRAFTS; FROM CADAVER DONOR
S2060|LOBAR LUNG TRANSPLANTATION|LOBAR LUNG TRANSPLANTATION
S2061|DONOR LOBECTOMY (LUNG) FOR TRANSPLANTATION, LIVING DONOR|DONOR LOBECTOMY (LUNG) FOR TRANSPLANTATION, LIVING DONOR
S2065|SIMULTANEOUS PANCREAS KIDNEY TRANSPLANTATION|SIMULTANEOUS PANCREAS KIDNEY TRANSPLANTATION
S2080|LASER-ASSISTED UVULOPALATOPLASTY (LAUP)|LASER-ASSISTED UVULOPALATOPLASTY (LAUP)
S2102|ISLET CELL TISSUE TRANSPLANT FROM PANCREAS; ALLOGENEIC|ISLET CELL TISSUE TRANSPLANT FROM PANCREAS; ALLOGENEIC
S2103|ADRENAL TISSUE TRANSPLANT TO BRAIN|ADRENAL TISSUE TRANSPLANT TO BRAIN
S2107|ADOPTIVE IMMUNOTHERAPY I.E. DEVELOPMENT OF SPECIFIC ANTI-TUMOR REACTIVITY (E.G. TUMOR-INFILTRATING LYMPHOCYTE THERAPY) PER COURSE OF TREATMENT|ADOPTIVE IMMUNOTHERAPY I.E. DEVELOPMENT OF SPECIFIC ANTI-TUMOR REACTIVITY (E.G. TUMOR-INFILTRATING LYMPHOCYTE THERAPY) PER COURSE OF TREATMENT
S2112|ARTHROSCOPY, KNEE, SURGICAL FOR HARVESTING OF CARTILAGE (CHONDROCYTE CELLS)|ARTHROSCOPY, KNEE, SURGICAL FOR HARVESTING OF CARTILAGE (CHONDROCYTE CELLS)
S2115|OSTEOTOMY, PERIACETABULAR, WITH INTERNAL FIXATION|OSTEOTOMY, PERIACETABULAR, WITH INTERNAL FIXATION
S2120|LOW DENSITY LIPOPROTEIN (LDL) APHERESIS USING HEPARIN-INDUCED EXTRACORPOREAL LDL PRECIPITATION|LOW DENSITY LIPOPROTEIN (LDL) APHERESIS USING HEPARIN-INDUCED EXTRACORPOREAL LDL PRECIPITATION
S2130|ENDOLUMINAL RADIOFREQUENCY ABLATION OF REFLUXING SAPHENOUS VEIN|ENDOLUMINAL RADIOFREQUENCY ABLATION OF REFLUXING SAPHENOUS VEIN
S2140|CORD BLOOD HARVESTING FOR TRANSPLANTATION, ALLOGENEIC|CORD BLOOD HARVESTING FOR TRANSPLANTATION, ALLOGENEIC
S2142|CORD BLOOD-DERIVED STEM-CELL TRANSPLANTATION, ALLOGENEIC|CORD BLOOD-DERIVED STEM-CELL TRANSPLANTATION, ALLOGENEIC
S2150|BN MARRW/BLOOD-DERIVED PERIPH STEM CELL HARV&TRANSPLANT, ALLO/AUTOLOGOUS, INCL PHERES, HI-DOS CHEMOTX,&28 DAYS, PST-TRANSPLANT CARE (INCL DRGS;|BN MARRW/BLOOD-DERIVED PERIPH STEM CELL HARV&TRANSPLANT, ALLO/AUTOLOGOUS, INCL PHERES, HI-DOS CHEMOTX,&28 DAYS, PST-TRANSPLANT CARE (INCL DRGS;
S2202|ECHOSCLEROTHERAPY|ECHOSCLEROTHERAPY
S2205|MINIMALLY INVASIVE DIRECT CORONARY ARTERY BYPASS SURGERY INVOLVING MINI-THORACOTOMY OR MINI-STERNOTOMY SURGERY, PERFORMED UNDER DIRECT VISION;|MINIMALLY INVASIVE DIRECT CORONARY ARTERY BYPASS SURGERY INVOLVING MINI-THORACOTOMY OR MINI-STERNOTOMY SURGERY, PERFORMED UNDER DIRECT VISION;
S2206|MINIMALLY INVASIVE DIRECT CORONARY ARTERY BYPASS SURGERY INVOLVING MINI-THORACOTOMY OR MINI-STERNOTOMY SURGERY, PERFORMED UNDER DIRECT VISION;|MINIMALLY INVASIVE DIRECT CORONARY ARTERY BYPASS SURGERY INVOLVING MINI-THORACOTOMY OR MINI-STERNOTOMY SURGERY, PERFORMED UNDER DIRECT VISION;
S2207|MINIMALLY INVASIVE DIRECT CORONARY ARTERY BYPASS SURGERY INVOLVING MINI-THORACOTOMY OR MINI-STERNOTOMY SURGERY, PERFORMED UNDER DIRECT VISION;|MINIMALLY INVASIVE DIRECT CORONARY ARTERY BYPASS SURGERY INVOLVING MINI-THORACOTOMY OR MINI-STERNOTOMY SURGERY, PERFORMED UNDER DIRECT VISION;
S2208|MINIMALLY INVASIVE DIRECT CORONARY ARTERY BYPASS SURGERY INVOLVING MINI-THORACOTOMY OR MINI-STERNOTOMY SURGERY, PERFORMED UNDER DIRECT VISION;|MINIMALLY INVASIVE DIRECT CORONARY ARTERY BYPASS SURGERY INVOLVING MINI-THORACOTOMY OR MINI-STERNOTOMY SURGERY, PERFORMED UNDER DIRECT VISION;
S2209|MINIMALLY INVASIVE DIRECT CORONARY ARTERY BYPASS SURGERY INVOLVING MINI-THORACOTOMY OR MINI-STERNOTOMY SURGERY, PERFORMED UNDER DIRECT VISION;|MINIMALLY INVASIVE DIRECT CORONARY ARTERY BYPASS SURGERY INVOLVING MINI-THORACOTOMY OR MINI-STERNOTOMY SURGERY, PERFORMED UNDER DIRECT VISION;
S2211|TRANSCATHETER PLACEMENT OF INTRAVASCULAR STENT(S), CAROTID ARTERY, PERCUTANEOUS, UNILATERAL (IF PERFORMED BILATERALLY, USE-50 MODIFIER)|TRANSCATHETER PLACEMENT OF INTRAVASCULAR STENT(S), CAROTID ARTERY, PERCUTANEOUS, UNILATERAL (IF PERFORMED BILATERALLY, USE-50 MODIFIER)
S2250|UTERINE ARTERY EMBOLIZATION FOR UTERINE FIBROIDS|UTERINE ARTERY EMBOLIZATION FOR UTERINE FIBROIDS
S2260|INDUCED ABORTION, 17 TO 24 WEEKS, ANY SURGICAL METHOD|INDUCED ABORTION, 17 TO 24 WEEKS, ANY SURGICAL METHOD
S2262|ABORTION FOR MATERNAL INDICATION, 25 WEEKS OR GREATER|ABORTION FOR MATERNAL INDICATION, 25 WEEKS OR GREATER
S2265|ABORTION FOR FETAL INDICATION, 25-28 WEEKS|ABORTION FOR FETAL INDICATION, 25-28 WEEKS
S2266|ABORTION FOR FETAL INDICATION, 29-31 WEEKS|ABORTION FOR FETAL INDICATION, 29-31 WEEKS
S2267|ABORTION FOR FETAL INDICATION, 32 WEEKS OR GREATER|ABORTION FOR FETAL INDICATION, 32 WEEKS OR GREATER
S2300|ARTHROSCOPY, SHOULDER, SURGICAL; WITH THERMALLY-INDUCED CAPSULORRHAPHY|ARTHROSCOPY, SHOULDER, SURGICAL; WITH THERMALLY-INDUCED CAPSULORRHAPHY
S2340|CHEMODENERVATION OF ABDUCTOR MUSCLE(S) OF VOCAL CORD|CHEMODENERVATION OF ABDUCTOR MUSCLE(S) OF VOCAL CORD
S2341|CHEMODENERVATION OF ADDUCTOR MUSCLE(S) OF VOCAL CORD|CHEMODENERVATION OF ADDUCTOR MUSCLE(S) OF VOCAL CORD
S2342|NASAL ENDOSCOPY FOR POST-OPERATIVE DEBRIDEMENT FOLLOWING FUNCTIONAL ENDOSCOPIC SINUS SURGERY, NASAL AND/OR SINUS CAVITY(S), UNILATERAL OR BILAT|NASAL ENDOSCOPY FOR POST-OPERATIVE DEBRIDEMENT FOLLOWING FUNCTIONAL ENDOSCOPIC SINUS SURGERY, NASAL AND/OR SINUS CAVITY(S), UNILATERAL OR BILAT
S2350|DISKECTOMY, ANTERIOR, WITH DECOMPRESSION OF SPINAL CORD AND/OR NERVE ROOT(S), INCLUDING OSTEOPHYTECTOMY; LUMBAR, SINGLE INTERSPACE|DISKECTOMY, ANTERIOR, WITH DECOMPRESSION OF SPINAL CORD AND/OR NERVE ROOT(S), INCLUDING OSTEOPHYTECTOMY; LUMBAR, SINGLE INTERSPACE
S2351|DISKECTOMY, ANTERIOR, WITH DECOMPRESSION OF SPINAL CORD AND/OR NERVE ROOT(S), INCLUDING OSTEOPHYTECTOMY; LUMBAR, EACH ADDITIONAL INTERSPACE (LI|DISKECTOMY, ANTERIOR, WITH DECOMPRESSION OF SPINAL CORD AND/OR NERVE ROOT(S), INCLUDING OSTEOPHYTECTOMY; LUMBAR, EACH ADDITIONAL INTERSPACE (LI
S2360|PERCUTANEOUS VERTEBROPLASTY, ONE VERTEBRAL BODY, UNILATERAL OR BILATERAL INJECTION; CERVICAL|PERCUTANEOUS VERTEBROPLASTY, ONE VERTEBRAL BODY, UNILATERAL OR BILATERAL INJECTION; CERVICAL
S2361|EACH ADDITIONAL CERVICAL VERTEBRAL BODY (LIST SEPARATELY IN ADDITION TO CODE FOR PRIMARY PROCEDURE)|EACH ADDITIONAL CERVICAL VERTEBRAL BODY (LIST SEPARATELY IN ADDITION TO CODE FOR PRIMARY PROCEDURE)
S2370|INTRADISCAL ELECTROTHERMAL THERAPY, SINGLE INTERSPACE|INTRADISCAL ELECTROTHERMAL THERAPY, SINGLE INTERSPACE
S2371|EACH ADDITIONAL INTERSPACE (LIST SEPARATELY IN ADDITION TO CODE FOR PRIMARY PROCEDURE)|EACH ADDITIONAL INTERSPACE (LIST SEPARATELY IN ADDITION TO CODE FOR PRIMARY PROCEDURE)
S2400|REPAIR, CONGENITAL DIAPHRAGMATIC HERNIA IN THE FETUS USING TEMPORARY TRACHEAL OCCLUSION, PROCEDURE PERFORMED IN UTERO|REPAIR, CONGENITAL DIAPHRAGMATIC HERNIA IN THE FETUS USING TEMPORARY TRACHEAL OCCLUSION, PROCEDURE PERFORMED IN UTERO
S2401|REPAIR, URINARY TRACT OBSTRUCTION IN THE FETUS, PROCEDURE PERFORMED IN UTERO|REPAIR, URINARY TRACT OBSTRUCTION IN THE FETUS, PROCEDURE PERFORMED IN UTERO
S2402|REPAIR, CONGENITAL CYSTIC ADENOMATOID MALFORMATION IN THE FETUS, PROCEDURE PERFORMED IN UTERO|REPAIR, CONGENITAL CYSTIC ADENOMATOID MALFORMATION IN THE FETUS, PROCEDURE PERFORMED IN UTERO
S2403|REPAIR, EXTRALOBAR PULMONARY SEQUESTRATION IN THE FETUS, PROCEDURE PERFORMED IN UTERO|REPAIR, EXTRALOBAR PULMONARY SEQUESTRATION IN THE FETUS, PROCEDURE PERFORMED IN UTERO
S2404|REPAIR, MYELOMENINGOCELE IN THE FETUS, PROCEDURE PERFORMED IN UTERO|REPAIR, MYELOMENINGOCELE IN THE FETUS, PROCEDURE PERFORMED IN UTERO
S2405|REPAIR OF SACROCOCCYGEAL TERATOMA IN THE FETUS, PROCEDURE PERFORMED IN UTERO|REPAIR OF SACROCOCCYGEAL TERATOMA IN THE FETUS, PROCEDURE PERFORMED IN UTERO
S2409|REPAIR, CONGENITAL MALFORMATION OF FETUS, PROCEDURE PERFORMED IN UTERO, NOT OTHERWISE CLASSIFIED|REPAIR, CONGENITAL MALFORMATION OF FETUS, PROCEDURE PERFORMED IN UTERO, NOT OTHERWISE CLASSIFIED
S2411|FETOSCOPIC LASER THERAPY FOR TREATMENT OF TWIN-TO-TWIN TRANSFUSION SYNDROME|FETOSCOPIC LASER THERAPY FOR TREATMENT OF TWIN-TO-TWIN TRANSFUSION SYNDROME
S3600|STAT LABORATORY REQUEST (SITUATIONS OTHER THAN S3601)|STAT LABORATORY REQUEST (SITUATIONS OTHER THAN S3601)
S3601|EMERGENCY STAT LABORATORY CHARGE FOR PATIENT WHO IS HOMEBOUND OR RESIDING  IN A NURSING FACILITY|EMERGENCY STAT LABORATORY CHARGE FOR PATIENT WHO IS HOMEBOUND OR RESIDING  IN A NURSING FACILITY
S3620|NEWBORN METABOLIC SCREENING PANEL, INCLUDES TEST KIT, POSTAGE AND THE LABORATORY TESTS SPECIFIED BY THE STATE FOR INCLUSION IN THIS PANEL|NEWBORN METABOLIC SCREENING PANEL, INCLUDES TEST KIT, POSTAGE AND THE LABORATORY TESTS SPECIFIED BY THE STATE FOR INCLUSION IN THIS PANEL
S3630|EOSINOPHIL COUNT, BLOOD, DIRECT|EOSINOPHIL COUNT, BLOOD, DIRECT
S3645|HIV-1 ANTIBODY TESTING OF ORAL MUCOSAL TRANSUDATE|HIV-1 ANTIBODY TESTING OF ORAL MUCOSAL TRANSUDATE
S3650|SALIVA TEST, HORMONE LEVEL; DURING MENOPAUSE|SALIVA TEST, HORMONE LEVEL; DURING MENOPAUSE
S3652|SALIVA TEST, HORMONE LEVEL; TO ASSESS PRETERM LABOR RISK|SALIVA TEST, HORMONE LEVEL; TO ASSESS PRETERM LABOR RISK
S3655|ANTISPERM ANTIBODIES TEST (IMMUNOBEAD)|ANTISPERM ANTIBODIES TEST (IMMUNOBEAD)
S3701|IMMUNOASSAY FOR NUCLEAR MATRIX PROTEIN 22 (NMP-22), QUANTITATIVE|IMMUNOASSAY FOR NUCLEAR MATRIX PROTEIN 22 (NMP-22), QUANTITATIVE
S3708|GASTROINTESTINAL FAT ABSORPTION STUDY|GASTROINTESTINAL FAT ABSORPTION STUDY
S3818|COMPLETE GENE SEQUENCE ANALYSIS; BRCA1 GENE|COMPLETE GENE SEQUENCE ANALYSIS; BRCA1 GENE
S3819|COMPLETE GENE SEQUENCE ANALYSIS; BRCA2 GENE|COMPLETE GENE SEQUENCE ANALYSIS; BRCA2 GENE
S3830|COMPLETE MLH1 AND MLH2 GENE SEQUENCE ANALYSIS FOR HEREDITARY NONPOLYPOSIS COLORECTAL CANCER (HNPCC) GENETIC TESTING|COMPLETE MLH1 AND MLH2 GENE SEQUENCE ANALYSIS FOR HEREDITARY NONPOLYPOSIS COLORECTAL CANCER (HNPCC) GENETIC TESTING
S3831|1-MUTATION ANAL (IN INDIV W KNOWN MLH1&MLH2 MUTATION THE FAMILY), HEREDITARY NONPOLYPOSIS COLOREC CA (HNPCC) GENETIC TSTING|1-MUTATION ANAL (IN INDIV W KNOWN MLH1&MLH2 MUTATION THE FAMILY), HEREDITARY NONPOLYPOSIS COLOREC CA (HNPCC) GENETIC TSTING
S3835|COMPLETE GENE SEQUENCE ANALYSIS FOR CYSTIC FIBROSIS GENETIC TESTING|COMPLETE GENE SEQUENCE ANALYSIS FOR CYSTIC FIBROSIS GENETIC TESTING
S3837|COMPLETE GENE SEQUENCE ANALYSIS FOR HEMOCHROMATOSIS GENETIC TESTING|COMPLETE GENE SEQUENCE ANALYSIS FOR HEMOCHROMATOSIS GENETIC TESTING
