CPT_LONG_DESCRIPTION|CPT_ADD_NOTE|CPT_CODE|CPT_SHORT_DESCRIPTION
DENTAL ONLAY PORCELIN 3 SURF||D2643|DENTAL ONLAY PORCELIN 3 SURF
DENTAL ONLAY PORC 4/ MORE SUR||D2644|DENTAL ONLAY PORC 4/ MORE SUR
INLAY - RESIN-BASED COMPOSITE - ONE SURFACE||D2650|INLAY-RESIN-COMPOSITE - 1 SURF
INLAY - RESIN-BASED COMPOSITE - TWO SURFACES||D2651|INLAY-RESIN-COMPOSITE - 2 SURF
INLAY - RESIN-BASED COMPOSITE - THREE OR MORE SURFACES||D2652|INLAY-RESIN-COMPOSITE-3/+ SURF
ONLAY - RESIN-BASED COMPOSITE - TWO SURFACES||D2662|ONLAY-RESIN-COMPOSITE - 2 SURF
ONLAY - RESIN-BASED COMPOSITE - THREE SURFACES||D2663|ONLAY-RESIN-COMPOSITE - 3 SURF
ONLAY - RESIN-BASED COMPOSITE - FOUR OR MORE SURFACES||D2664|ONLAY-RESIN-COMPOSITE-4/+ SURF
CROWN - RESIN (INDIRECT)||D2710|CROWN - RESIN (INDIRECT)
CROWN RESIN W/ HIGH NOBLE ME||D2720|CROWN RESIN W/ HIGH NOBLE ME
CROWN RESIN W/ BASE METAL||D2721|CROWN RESIN W/ BASE METAL
CROWN RESIN W/ NOBLE METAL||D2722|CROWN RESIN W/ NOBLE METAL
CROWN PORCELAIN/CERAMIC SUBS||D2740|CROWN PORCELAIN/CERAMIC SUBS
CROWN PORCELAIN W/ H NOBLE M||D2750|CROWN PORCELAIN W/ H NOBLE M
CROWN PORCELAIN FUSED BASE M||D2751|CROWN PORCELAIN FUSED BASE M
CROWN PORCELAIN W/ NOBLE MET||D2752|CROWN PORCELAIN W/ NOBLE MET
CROWN - 3/4 CAST HIGH NOBLE METAL||D2780|CROWN- 3/4 CAST HIGH NOBLE MET
CROWN - 3/4 CAST PREDOMINANTLY BASE METAL||D2781|CROWN-3/4 CAST PREDOM BASE MET
CROWN - 3/4 CAST NOBLE METAL (SINGLE RESTORATION ONLY)||D2782|CROWN - 3/4 CAST NOBLE METAL
CROWN - 3/4 PORCELAIN/CERAMIC (SINGLE RESTORATION ONLY)||D2783|CROWN - 3/4 PORCELAIN/CERAMIC
CROWN FULL CAST HIGH NOBLE M||D2790|CROWN FULL CAST HIGH NOBLE M
CROWN FULL CAST BASE METAL||D2791|CROWN FULL CAST BASE METAL
CROWN FULL CAST NOBLE METAL||D2792|CROWN FULL CAST NOBLE METAL
PROVISIONAL CROWN||D2799|PROVISIONAL CROWN
DENTAL RECEMENT INLAY||D2910|DENTAL RECEMENT INLAY
DENTAL RECEMENT CROWN||D2920|DENTAL RECEMENT CROWN
PREFAB STNLSS STEEL CRWN PRI||D2930|PREFAB STNLSS STEEL CRWN PRI
PREFAB STNLSS STEEL CROWN PE||D2931|PREFAB STNLSS STEEL CROWN PE
PREFABRICATED RESIN CROWN||D2932|PREFABRICATED RESIN CROWN
PREFAB STAINLESS STEEL CROWN||D2933|PREFAB STAINLESS STEEL CROWN
DENTAL SEDATIVE FILLING||D2940|DENTAL SEDATIVE FILLING
CORE BUILD-UP INCL ANY PINS||D2950|CORE BUILD-UP INCL ANY PINS
TOOTH PIN RETENTION||D2951|TOOTH PIN RETENTION
POST AND CORE CAST + CROWN||D2952|POST AND CORE CAST + CROWN
EACH ADDITIONAL CAST POST - SAME TOOTH (OTHER RESTORATIVE SERVICES)||D2953|EA ADD CAST POST - SAME TOOTH
PREFAB POST/CORE + CROWN||D2954|PREFAB POST/CORE + CROWN
POST REMOVAL||D2955|POST REMOVAL
EACH ADDITIONAL PREFABRICATED POST - SAME TOOTH (OTHER RESTORATIVE SERVICES)||D2957|EA ADD PREFAB POST- SAME TOOTH
LAMINATE LABIAL VENEER||D2960|LAMINATE LABIAL VENEER
LAB LABIAL VENEER RESIN||D2961|LAB LABIAL VENEER RESIN
LAB LABIAL VENEER PORCELAIN||D2962|LAB LABIAL VENEER PORCELAIN
TEMPORARY- FRACTURED TOOTH||D2970|TEMPORARY- FRACTURED TOOTH
CROWN REPAIR||D2980|CROWN REPAIR
DENTAL UNSPEC RESTORATIVE PR||D2999|DENTAL UNSPEC RESTORATIVE PR
PULP CAP DIRECT||D3110|PULP CAP DIRECT
PULP CAP INDIRECT||D3120|PULP CAP INDIRECT
THERAPEUTIC PULPOTOMY (EXCLUDING FINAL RESTORATION) REMOVAL OF PULP CORONAL TO THE DENTINOCEMENTAL JUNCTION AND APPLICATION OF MEDICAMENT||D3220|THERAPEUTIC PULPOTOMY & MEDICM
PULPAL DEBRIDEMENT, PRIMARY AND PERMANENT TEETH||D3221|PULPAL DEBRIDE, 1&PERM TEETH
PULPAL THERAPY ANTERIOR PRIM||D3230|PULPAL THERAPY ANTERIOR PRIM
PULPAL THERAPY POSTERIOR PRI||D3240|PULPAL THERAPY POSTERIOR PRI
ANTERIOR||D3310|ANTERIOR
ROOT CANAL THERAPY 2 CANALS||D3320|ROOT CANAL THERAPY 2 CANALS
ROOT CANAL THERAPY 3 CANALS||D3330|ROOT CANAL THERAPY 3 CANALS
TREATMENT OF ROOT CANAL OBSTRUCTION; NON-SURGICAL ACCESS||D3331|TREAT ROOT CANAL OBST;NON-SURG
INCOMPLETE ENDODONTIC THERAPY; INOPERABLE OR FRACTURED TOOTH||D3332|INCOM ENDODON;INOP/FRACT TOOTH
INTERNAL ROOT REPAIR OF PERFORATION DEFECTS||D3333|INTERN ROOT REP PERFORA DEFECT
RETREAT ROOT CANAL ANTERIOR||D3346|RETREAT ROOT CANAL ANTERIOR
RETREAT ROOT CANAL BICUSPID||D3347|RETREAT ROOT CANAL BICUSPID
RETREAT ROOT CANAL MOLAR||D3348|RETREAT ROOT CANAL MOLAR
APEXIFICATION/RECALC INITIAL||D3351|APEXIFICATION/RECALC INITIAL
APEXIFICATION/RECALC INTERIM||D3352|APEXIFICATION/RECALC INTERIM
APEXIFICATION/RECALC FINAL||D3353|APEXIFICATION/RECALC FINAL
APICOECT/PERIRAD SURG ANTER||D3410|APICOECT/PERIRAD SURG ANTER
ROOT SURGERY BICUSPID||D3421|ROOT SURGERY BICUSPID
ROOT SURGERY MOLAR||D3425|ROOT SURGERY MOLAR
ROOT SURGERY EA ADD ROOT||D3426|ROOT SURGERY EA ADD ROOT
RETROGRADE FILLING||D3430|RETROGRADE FILLING
ROOT AMPUTATION||D3450|ROOT AMPUTATION
ENDODONTIC ENDOSSEOUS IMPLAN||D3460|ENDODONTIC ENDOSSEOUS IMPLAN
INTENTIONAL REPLANTATION||D3470|INTENTIONAL REPLANTATION
ISOLATION-TOOTH W RUBB DAM||D3910|ISOLATION-TOOTH W RUBB DAM
TOOTH SPLITTING||D3920|TOOTH SPLITTING
CANAL PREP/FITTING OF DOWEL||D3950|CANAL PREP/FITTING OF DOWEL
ENDODONTIC PROCEDURE||D3999|ENDODONTIC PROCEDURE
GINGIVECTOMY OR GINGIVOPLASTY - FOUR OR MORE CONTIGUOUS TEETH OR BOUNDED TEETH SPACES, PER QUADRANT||D4210|GINGIVECTOMY/GINGIVOPLASTY-4+
GINGIVECTOMY OR GINGIVOPLASTY - ONE TO THREE TEETH, PER QUADRANT||D4211|GINGIVECTOMY/GINGIVOPLASTY-1-3
GINGIVAL FLAP PROCEDURE, INCLUDING ROOT PLANING - FOUR OR MORE CONTIGUOUS TEETH OR BOUNDED TEETH SPACES, PER QUADRANT||D4240|GINGIVAL FLAP,ROOT PLANING -4+
GINGIVAL FLAP PROCEDURE, INCLUDING ROOT PLANING - ONE TO THREE TEETH, PER QUADRANT||D4241|VAL FLAP,ROOT PLAN- 1 3 TEETH
APICALLY POSITIONED FLAP||D4245|APICALLY POSITIONED FLAP
CROWN LENGTHEN HARD TISSUE||D4249|CROWN LENGTHEN HARD TISSUE
OSSEOUS SURGERY (INCLUDING FLAP ENTRY AND CLOSURE) - FOUR OR MORE CONTIGUOUS TEETH OR BOUNDED TEETH SPACES, PER QUADRANT||D4260|OSSEOUS SURGERY -4+ TEETH
OSSEOUS SURGERY (INCLUDING FLAP ENTRY AND CLOSURE) - ONE TO THREE TEETH, PER QUADRANT||D4261|US SURGERY- 1 3 TEETH,/QUAD
BONE REPLCE GRAFT FIRST SITE||D4263|BONE REPLCE GRAFT FIRST SITE
BONE REPLCE GRAFT EACH ADD||D4264|BONE REPLCE GRAFT EACH ADD
BIOLOGIC MATERIALS TO AID IN SOFT AND OSSEOUS TISSUE REGENERATION||D4265|BIOLOGIC MATER AID SFT&OSSEOUS
GUIDED TISSUE REGENERATION - RESORBABLE BARRIER, PER SITE||D4266|GUIDED TISS REGEN-RESORB,/SITE
GUIDED TISSUE REGENERATION - NONRESORBABLE BARRIER, PER SITE, (INCLUDES MEMBRANE REMOVAL)||D4267|GUID TISS REGEN-NONRESRB,/SITE
SURGICAL REVISION PROCEDURE, PER TOOTH||D4268|SURG REVISION PROC, PER TOOTH
PEDICLE SOFT TISSUE GRAFT PR||D4270|PEDICLE SOFT TISSUE GRAFT PR
FREE SOFT TISSUE GRAFT PROC||D4271|FREE SOFT TISSUE GRAFT PROC
SUBEPITHELIAL CONNECTIVE TISSUE GRAFT PROCEDURES||D4273|SUBEPITHELIAL CONECTIVE TISSUE
DISTAL/PROXIMAL WEDGE PROC||D4274|DISTAL/PROXIMAL WEDGE PROC
SOFT TISSUE ALLOGRAFT||D4275|TISSUE ALLOGRAFT
COMBINED CONNECTIVE TISSUE AND DOUBLE PEDICLE GRAFT||D4276|CMBNED CNNECT TISS&DBLE PDICLE
PROVISION SPLNT INTRACORONAL||D4320|PROVISION SPLNT INTRACORONAL
PROVISIONAL SPLINT EXTRACORO||D4321|PROVISIONAL SPLINT EXTRACORO
PERIODONTAL SCALING AND ROOT PLANING - FOUR OR MORE CONTIGUOUS TEETH OR BOUNDED TEETH SPACES, PER QUADRANT||D4341|PERIODON SCALING& ROOT PLANING
PERIODONTAL SCALING AND ROOT PLANING - ONE TO THREE TEETH, PER QUADRANT||D4342|PERIODONT SCALING&ROOT PLANING
FULL MOUTH DEBRIDEMENT TO ENABLE COMPREHENSIVE EVALUATION AND DIAGNOSIS||D4355|FULL MOUTH DEBRIDEMENT
LOCALIZED CHEMO DELIVERY||D4381|LOCALIZED CHEMO DELIVERY
PERIODONTAL MAINTENANCE||D4910|PERIODONTAL MAINTENANCE
UNSCHEDULED DRESSING CHANGE||D4920|UNSCHEDULED DRESSING CHANGE
UNSPECIFIED PERIODONTAL PROC||D4999|UNSPECIFIED PERIODONTAL PROC
DENTURES COMPLETE MAXILLARY||D5110|DENTURES COMPLETE MAXILLARY
DENTURES COMPLETE MANDIBLE||D5120|DENTURES COMPLETE MANDIBLE
DENTURES IMMEDIAT MAXILLARY||D5130|DENTURES IMMEDIAT MAXILLARY
DENTURES IMMEDIAT MANDIBLE||D5140|DENTURES IMMEDIAT MANDIBLE
DENTURES MAXILL PART RESIN||D5211|DENTURES MAXILL PART RESIN
DENTURES MAND PART RESIN||D5212|DENTURES MAND PART RESIN
DENTURES MAXILL PART METAL||D5213|DENTURES MAXILL PART METAL
DENTURES MANDIBL PART METAL||D5214|DENTURES MANDIBL PART METAL
REMOVABLE PARTIAL DENTURE||D5281|REMOVABLE PARTIAL DENTURE
DENTURES ADJUST CMPLT MAXIL||D5410|DENTURES ADJUST CMPLT MAXIL
DENTURES ADJUST CMPLT MAND||D5411|DENTURES ADJUST CMPLT MAND
DENTURES ADJUST PART MAXILL||D5421|DENTURES ADJUST PART MAXILL
DENTURES ADJUST PART MANDBL||D5422|DENTURES ADJUST PART MANDBL
DENTUR REPR BROKEN COMPL BAS||D5510|DENTUR REPR BROKEN COMPL BAS
REPLACE DENTURE TEETH COMPLT||D5520|REPLACE DENTURE TEETH COMPLT
DENTURES REPAIR RESIN BASE||D5610|DENTURES REPAIR RESIN BASE
REP PART DENTURE CAST FRAME||D5620|REP PART DENTURE CAST FRAME
REP PARTIAL DENTURE CLASP||D5630|REP PARTIAL DENTURE CLASP
REPLACE PART DENTURE TEETH||D5640|REPLACE PART DENTURE TEETH
ADD TOOTH TO PARTIAL DENTURE||D5650|ADD TOOTH TO PARTIAL DENTURE
ADD CLASP TO PARTIAL DENTURE||D5660|ADD CLASP TO PARTIAL DENTURE
REPLACE ALL TEETH AND ACRYLIC ON CAST METAL FRAMEWORK (MAXILLARY)||D5670|REPLACE,ACRYLIC CAST MTAL(MAX)
REPLACE ALL TEETH AND ACRYLIC ON CAST METAL FRAMEWORK (MANDIBULAR)||D5671|REPLACE,ACRYLC CAST METAL(MAN)
DENTURES REBASE CMPLT MAXIL||D5710|DENTURES REBASE CMPLT MAXIL
DENTURES REBASE CMPLT MAND||D5711|DENTURES REBASE CMPLT MAND
DENTURES REBASE PART MAXILL||D5720|DENTURES REBASE PART MAXILL
DENTURES REBASE PART MANDBL||D5721|DENTURES REBASE PART MANDBL
DENTURE RELN CMPLT MAXIL CH||D5730|DENTURE RELN CMPLT MAXIL CH
DENTURE RELN CMPLT MAND CHR||D5731|DENTURE RELN CMPLT MAND CHR
DENTURE RELN PART MAXIL CHR||D5740|DENTURE RELN PART MAXIL CHR
DENTURE RELN PART MAND CHR||D5741|DENTURE RELN PART MAND CHR
DENTURE RELN CMPLT MAX LAB||D5750|DENTURE RELN CMPLT MAX LAB
DENTURE RELN CMPLT MAND LAB||D5751|DENTURE RELN CMPLT MAND LAB
DENTURE RELN PART MAXIL LAB||D5760|DENTURE RELN PART MAXIL LAB
DENTURE RELN PART MAND LAB||D5761|DENTURE RELN PART MAND LAB
DENTURE INTERM CMPLT MAXILL||D5810|DENTURE INTERM CMPLT MAXILL
DENTURE INTERM CMPLT MANDBL||D5811|DENTURE INTERM CMPLT MANDBL
DENTURE INTERM PART MAXILL||D5820|DENTURE INTERM PART MAXILL
DENTURE INTERM PART MANDBL||D5821|DENTURE INTERM PART MANDBL
DENTURE TISS CONDITN MAXILL||D5850|DENTURE TISS CONDITN MAXILL
DENTURE TISS CONDTIN MANDBL||D5851|DENTURE TISS CONDTIN MANDBL
OVERDENTURE COMPLETE||D5860|OVERDENTURE COMPLETE
OVERDENTURE PARTIAL||D5861|OVERDENTURE PARTIAL
PRECISION ATTACHMENT BY REPORT||D5862|PRECISION ATTACHMENT
REPLACEMENT OF REPLACEABLE PART OF SEMI-PRECISION OR PRECISION ATTACHMENT (MALE OR FEMALE COMPONENT)||D5867|REPL PART,SEMI-PRECISON/ATTACH
MODIFICATION OF REMOVABLE PROSTHESIS FOLLOWING IMPLANT SURGERY||D5875|MOD REM PROSTH FOLL IMPLT SURG
REMOVABLE PROSTHODONTIC PROC||D5899|REMOVABLE PROSTHODONTIC PROC
FACIAL MOULAGE SECTIONAL||D5911|FACIAL MOULAGE SECTIONAL
FACIAL MOULAGE COMPLETE||D5912|FACIAL MOULAGE COMPLETE
NASAL PROSTHESIS||D5913|NASAL PROSTHESIS
AURICULAR PROSTHESIS||D5914|AURICULAR PROSTHESIS
ORBITAL PROSTHESIS||D5915|ORBITAL PROSTHESIS
OCULAR PROSTHESIS||D5916|OCULAR PROSTHESIS
FACIAL PROSTHESIS||D5919|FACIAL PROSTHESIS
NASAL SEPTAL PROSTHESIS||D5922|NASAL SEPTAL PROSTHESIS
OCULAR PROSTHESIS INTERIM||D5923|OCULAR PROSTHESIS INTERIM
CRANIAL PROSTHESIS||D5924|CRANIAL PROSTHESIS
FACIAL AUGMENTATION IMPLANT||D5925|FACIAL AUGMENTATION IMPLANT
REPLACEMENT NASAL PROSTHESIS||D5926|REPLACEMENT NASAL PROSTHESIS
AURICULAR REPLACEMENT||D5927|AURICULAR REPLACEMENT
ORBITAL REPLACEMENT||D5928|ORBITAL REPLACEMENT
FACIAL REPLACEMENT||D5929|FACIAL REPLACEMENT
SURGICAL OBTURATOR||D5931|SURGICAL OBTURATOR
POSTSURGICAL OBTURATOR||D5932|POSTSURGICAL OBTURATOR
REFITTING OF OBTURATOR||D5933|REFITTING OF OBTURATOR
MANDIBULAR FLANGE PROSTHESIS||D5934|MANDIBULAR FLANGE PROSTHESIS
MANDIBULAR DENTURE PROSTH||D5935|MANDIBULAR DENTURE PROSTH
TEMP OBTURATOR PROSTHESIS||D5936|TEMP OBTURATOR PROSTHESIS
TRISMUS APPLIANCE||D5937|TRISMUS APPLIANCE
FEEDING AID||D5951|FEEDING AID
PEDIATRIC SPEECH AID||D5952|PEDIATRIC SPEECH AID
ADULT SPEECH AID||D5953|ADULT SPEECH AID
SUPERIMPOSED PROSTHESIS||D5954|SUPERIMPOSED PROSTHESIS
PALATAL LIFT PROSTHESIS||D5955|PALATAL LIFT PROSTHESIS
INTRAORAL CON DEF INTER PLT||D5958|INTRAORAL CON DEF INTER PLT
INTRAORAL CON DEF MOD PALAT||D5959|INTRAORAL CON DEF MOD PALAT
MODIFY SPEECH AID PROSTHESIS||D5960|MODIFY SPEECH AID PROSTHESIS
SURGICAL STENT||D5982|SURGICAL STENT
RADIATION APPLICATOR||D5983|RADIATION APPLICATOR
RADIATION SHIELD||D5984|RADIATION SHIELD
RADIATION CONE LOCATOR||D5985|RADIATION CONE LOCATOR
FLUORIDE APPLICATOR||D5986|FLUORIDE APPLICATOR
COMMISSURE SPLINT||D5987|COMMISSURE SPLINT
SURGICAL SPLINT||D5988|SURGICAL SPLINT
MAXILLOFACIAL PROSTHESIS||D5999|MAXILLOFACIAL PROSTHESIS
ODONTICS ENDOSTEAL IMPLANT||D6010|ODONTICS ENDOSTEAL IMPLANT
ODONTICS ABUTMENT PLACEMENT||D6020|ODONTICS ABUTMENT PLACEMENT
ODONTICS EPOSTEAL IMPLANT||D6040|ODONTICS EPOSTEAL IMPLANT
ODONTICS TRANSOSTEAL IMPLNT||D6050|ODONTICS TRANSOSTEAL IMPLNT
IMPLANT/ABUTMENT SUPPORTED REMOVABLE DENTURE FOR COMPLETELY EDENTULOUS ARCH||D6053|IMPLNT RMV DENTRE,COMP EDENTUL
IMPLANT/ABUTMENT SUPPORTED REMOVABLE DENTURE FOR PARTIALLY EDENTULOUS ARCH||D6054|IMPLNT RMV DENTRE,PART EDENTUL
IMPLANT CONNECTING BAR||D6055|IMPLANT CONNECTING BAR
PREFABRICATED ABUTMENT||D6056|PREFABRICATED ABUTMENT
CUSTOM ABUTMENT||D6057|CUSTOM ABUTMENT
ABUTMENT SUPPORTED PORCELAIN/CERAMIC CROWN||D6058|ABUT SUPP PORCEL/CERAMIC CROWN
ABUTMENT SUPPORTED PORCELAIN FUSED TO METAL CROWN (HIGH NOBLE METAL)||D6059|ABUT,PORC FUSE-HI NOB MET CRWN
ABUTMENT SUPPORTED PORCELAIN FUSED TO METAL CROWN (PREDOMINANTLY BASE METAL)||D6060|ABUTM,PORC FUSE-BASE MET CROWN
ABUTMENT SUPPORTED PORCELAIN FUSED TO METAL CROWN (NOBLE METAL)||D6061|ABUTM,PORC FUSE-NOB METAL CRWN
ABUTMENT SUPPORTED CAST METAL CROWN (HIGH NOBLE METAL)||D6062|ABUTM,CAST HI NOBL METAL CROWN
ABUTMENT SUPPORTED CAST METAL CROWN (PREDOMINANTLY BASE METAL)||D6063|ABUTMENT,CAST BASE METAL CROWN
ABUTMENT SUPPORTED CAST METAL CROWN (NOBLE METAL)||D6064|ABUTMENT,CAST NOBL METAL CROWN
IMPLANT SUPPORTED PORCELAIN/CERAMIC CROWN||D6065|IMPLNT,PORCELAIN/CERAMIC CROWN
IMPLANT SUPPORTED PORCELAIN FUSED TO METAL CROWN (TITANIUM, TITANIUM ALLOY, HIGH NOBLE METAL)||D6066|IMPL SUP PORC FUSE - MET CROWN
IMPLANT SUPPORTED METAL CROWN (TITANIUM, TITANIUM ALLOY, HIGH NOBLE METAL)||D6067|IMPLANT SUPPORTED METAL CROWN
ABUTMENT SUPPORTED RETAINER FOR PORCELAIN/CERAMIC FPD||D6068|ABUTM,RETAINER, PORC/CERAM FPD
ABUTMENT SUPPORTED RETAINER FOR PORCELAIN FUSED TO METAL FPD (HIGH NOBLE METAL)||D6069|ABUT,PORC FUSE-HI NOB MET FPD
ABUTMENT SUPPORTED RETAINER FOR PORCELAIN FUSED TO METAL FPD (PREDOMINANTLY BASE METAL)||D6070|ABUTM,PORC FUSE-BASE METAL FPD
ABUTMENT SUPPORTED RETAINER FOR PORCELAIN FUSED TO METAL FPD (NOBLE METAL)||D6071|ABUTM,PORC FUSE-NOBL METAL FPD
ABUTMENT SUPPORTED RETAINER FOR CAST METAL FPD (HIGH NOBLE METAL)||D6072|ABUTM, CAST HI NOBLE METAL FPD
ABUTMENT SUPPORTED RETAINER FOR CAST METAL FPD (PREDOMINANTLY BASE METAL)||D6073|ABUTM,RET, CAST BASE METAL FPD
ABUTMENT SUPPORTED RETAINER FOR CAST METAL FPD (NOBLE METAL)||D6074|ABUTM,RET,CAST NOBLE METAL FPD
IMPLANT SUPPORTED RETAINER FOR CERAMIC FPD||D6075|IMPLT SUPP RETAINR,CERAMIC FPD
IMPLANT SUPPORTED RETAINER FOR PORCELAIN FUSED TO METAL FPD (TITANIUM, TITANIUM ALLOY, OR HIGH NOBLE METAL)||D6076|IMPL SUP RET,PORC FUSE,MET FPD
IMPLANT SUPPORTED RETAINER FOR CAST METAL FPD (TITANIUM, TITANIUM ALLOY, OR HIGH NOBLE METAL)||D6077|IMPLT SUPP RET, CAST METAL FPD
IMPLANT/ABUTMENT SUPPORTED FIXED DENTURE FOR COMPLETELY EDENTULOUS ARCH||D6078|IMPL/ABUT,FIX DENT, EDENT ARCH
IMPLANT/ABUTMENT SUPPORTED FIXED DENTURE FOR PARTIALLY EDENTULOUS ARCH||D6079|IMPL/ABUT,FIX DEN,PART EDEN AR
IMPLANT MAINTENANCE||D6080|IMPLANT MAINTENANCE
REPAIR IMPLANT||D6090|REPAIR IMPLANT
ODONTICS REPR ABUTMENT||D6095|ODONTICS REPR ABUTMENT
REMOVAL OF IMPLANT||D6100|REMOVAL OF IMPLANT
IMPLANT PROCEDURE||D6199|IMPLANT PROCEDURE
PROSTHODONT HIGH NOBLE METAL||D6210|PROSTHODONT HIGH NOBLE METAL
BRIDGE BASE METAL CAST||D6211|BRIDGE BASE METAL CAST
BRIDGE NOBLE METAL CAST||D6212|BRIDGE NOBLE METAL CAST
BRIDGE PORCELAIN HIGH NOBLE||D6240|BRIDGE PORCELAIN HIGH NOBLE
BRIDGE PORCELAIN BASE METAL||D6241|BRIDGE PORCELAIN BASE METAL
BRIDGE PORCELAIN NOBEL METAL||D6242|BRIDGE PORCELAIN NOBEL METAL
PONTIC - PORCELAIN/CERAMIC||D6245|PONTIC - PORCELAIN/CERAMIC
BRIDGE RESIN W/HIGH NOBLE||D6250|BRIDGE RESIN W/HIGH NOBLE
BRIDGE RESIN BASE METAL||D6251|BRIDGE RESIN BASE METAL
BRIDGE RESIN W/NOBLE METAL||D6252|BRIDGE RESIN W/NOBLE METAL
PROVISIONAL PONTIC||D6253|PROVISIONAL PONTIC
DENTAL RETAINR CAST METL||D6545|DENTAL RETAINR CAST METL
RETAINER - PORCELAIN/CERAMIC FOR RESIN BONDED FIXED PROSTHESIS||D6548|RETAINR-POR/CERAM,RES,FIX PROS
INLAY-PORCELAIN/CERAMIC, TWO SURFACES||D6600|INLAY-PRCLAN/CRMC,2 SURFACES
INLAY - PORCELAIN/CERAMIC, THREE OR MORE SURFACES||D6601|INLAY-PRCLAN/CRMC,3+ SURFACES
INLAY - CAST HIGH NOBLE METAL, TWO SURFACES||D6602|INLAY-CAST HGH NOBLE,2 SURFACE
INLAY - CAST HIGH NOBLE METAL, THREE OR MORE SURFACES||D6603|INLAY-CAST HGH NOBLE,3+SURFACE
INLAY - CAST PREDOMINANTLY BASE METAL, TWO SURFACES||D6604|INLAY-CAST PREDOM BASE,2 SRFCE
INLAY - CAST PREDOMINANTLY BASE METAL, THREE OR MORE SURFACES||D6605|INLAY-CAST PREDOM BASE,3+SRFCE
INLAY - CAST NOBLE METAL, TWO SURFACES||D6606|INLAY-CAST NOBLE METAL,2 SRFCE
INLAY - CAST NOBLE METAL, THREE OR MORE SURFACES||D6607|INLAY-CAST NOBLE METAL,3+SRFCE
ONLAY - PORCELAIN/CERAMIC, TWO SURFACES||D6608|ONLAY-PRCLAN/CRMC, 2 SURFACES
ONLAY - PORCELAIN/CERAMIC, THREE OR MORE SURFACES||D6609|ONLAY-PRCLAN/CRMC,3+ SURFACES
ONLAY - CAST HIGH NOBLE METAL, TWO SURFACES||D6610|ONLAY-CAST HGH NOBLE,2 SURFACE
ONLAY - CAST HIGH NOBLE METAL, THREE OR MORE SURFACES||D6611|ONLAY-CAST HGH NOBLE,3+SURFACE
ONLAY - CAST PREDOMINANTLY BASE METAL, TWO SURFACES||D6612|ONLAY-CAST PREDOM BASE,2 SRFCE
ONLAY - CAST PREDOMINANTLY BASE METAL, THREE OR MORE SURFACES||D6613|ONLAY-CAST PREDOM BASE,3+SRFCE
ONLAY - CAST NOBLE METAL, TWO SURFACES||D6614|ONLAY-CAST NOBLE METAL,2 SRFCE
ONLAY - CAST NOBLE METAL, THREE OR MORE SURFACES||D6615|ONLAY-CAST NOBLE METAL,3+SRFCE
RETAIN CROWN RESIN W HI NBLE||D6720|RETAIN CROWN RESIN W HI NBLE
CROWN RESIN W/BASE METAL||D6721|CROWN RESIN W/BASE METAL
CROWN RESIN W/NOBLE METAL||D6722|CROWN RESIN W/NOBLE METAL
CROWN - PORCELAIN/CERAMIC||D6740|CROWN - PORCELAIN/CERAMIC
CROWN PORCELAIN HIGH NOBLE||D6750|CROWN PORCELAIN HIGH NOBLE
CROWN PORCELAIN BASE METAL||D6751|CROWN PORCELAIN BASE METAL
CROWN PORCELAIN NOBLE METAL||D6752|CROWN PORCELAIN NOBLE METAL
CROWN \3/4\ HIGH NOBLE METAL||D6780|CROWN \3/4\ HIGH NOBLE METAL
CROWN - 3/4 CAST PREDOMINANTLY BASED METAL||D6781|CRWN-3/4 CAST PREDOM BASED MET
CRWN - 3/4 CAST NOBLE METAL (FIXED PARTIAL DENTURE RETAINERS)||D6782|CROWN - 3/4 CAST NOBLE METAL
CROWN - 3/4 PORCELAIN/CERAMIC (FIXED PARTIAL DENTURE RETAINERS-CROWNS)||D6783|CROWN - 3/4 PORCELAIN/CERAMIC
CROWN FULL HIGH NOBLE METAL||D6790|CROWN FULL HIGH NOBLE METAL
CROWN FULL BASE METAL CAST||D6791|CROWN FULL BASE METAL CAST
CROWN FULL NOBLE METAL CAST||D6792|CROWN FULL NOBLE METAL CAST
PROVISIONAL RETAINER CROWN||D6793|PROVISIONAL RETAINER CROWN
DENTAL CONNECTOR BAR||D6920|DENTAL CONNECTOR BAR
DENTAL RECEMENT BRIDGE||D6930|DENTAL RECEMENT BRIDGE
STRESS BREAKER||D6940|STRESS BREAKER
PRECISION ATTACH||D6950|PRECISION ATTACHMENT
POST & CORE PLUS RETAINER||D6970|POST & CORE PLUS RETAINER
CAST POST BRIDGE RETAINER||D6971|CAST POST BRIDGE RETAINER
PREFAB POST & CORE PLUS RETA||D6972|PREFAB POST & CORE PLUS RETA
CORE BUILD UP FOR RETAINER||D6973|CORE BUILD UP FOR RETAINER
COPING METAL||D6975|COPING METAL
EACH ADDITIONAL CAST POST - SAME TOOTH (OTHER FIXED PARTIAL DENTURE SERVICES)||D6976|EACH ADD CAST POST- SAME TOOTH
EA ADDITIONAL PREFABRICATED POST - SAME TOOTH (OTHER FIXED PARTIAL DENTURE SERVICES)||D6977|EA ADD PREFAB POST- SAME TOOTH
BRIDGE REPAIR||D6980|BRIDGE REPAIR
PEDIATRIC PARTIAL DENTURE, FIXED||D6985|PEDIATRIC PARTIAL DENTRE,FIXED
FIXED PROSTHODONTIC PROC||D6999|FIXED PROSTHODONTIC PROC
